20.1	33.6	26.1	1.8	23.5	71.7	3.5
6.9	30.3	24.6	2.1	24.6	86.1	29.2
19.5	29.1	22.1	2.2	24.8	93	11.2
17.1	30.1	20.9	1.8	25.4	93.8	2.5
15.1	28.8	26.1	3.6	25.8	92.1	16.2
5.8	30.2	25.2	4	25.3	89.3	49.9
8.9	30.4	25.4	4	25.4	90.5	5.2
8.7	30.5	25.5	4.2	25.3	89.2	0.6
15.1	30.5	25.6	4	25.6	89.5	13.2
15.8	30.4	25.5	3.3	25.2	89.5	3.9
21.6	29.2	24.2	1.9	25.1	92.7	0.5
22.9	31.5	24.1	1.7	25.1	88.7	0
22.9	30.7	25	2.6	25.4	91.3	1.6
20.5	30.3	24.4	2.2	25	87.8	0
19.2	32	25.4	1.8	25.6	88.3	2.8
21.9	31.8	24.8	2.2	24.7	83.4	0
22.4	32.1	24.2	1.2	24	80.1	0.4
19.3	30.1	25	1	24.6	86.2	5.1
20.3	30.2	24.4	1.3	24.8	86.3	5.1
21.4	29.4	24.6	2.1	25	89.9	0.8
21.6	31.8	24.3	2.1	25.2	86.9	0.1
18	31	22.2	2.1	25	89.9	1
24	28.7	23.9	3	24.2	88.7	0
22.1	31.9	23.3	2.3	24.8	87.5	0
20.5	29	24.3	2.1	25.3	93.8	4.4
22	29.9	24.4	1.8	24.8	89.4	1.9
21.9	29	24	1.9	24	87.9	0
18.7	32.3	24	2.1	24	82	0.6
21.6	30.1	24.4	1.6	24.5	88.8	0
18.6	30.5	23.6	2.2	24.1	85	0
20.1	31.1	23.7	1.6	24.4	86.8	0.4
19.9	29.5	24	1.5	25.1	93	0
11	29.6	24.5	1.3	24.9	91.7	11
16.9	29	24.4	1.3	25	93.7	5.4
18.3	31.3	24.8	1.5	25.1	89.5	14.6
7.7	30.2	25.2	2.1	25.2	89.9	76
7.3	30.2	24.6	3.1	24.9	90.3	37.9
10.5	31	24.7	4	24.7	86.1	21.1
